1356.380000,262860.880000
1341.570000,322568.115678
1274.280000,283561.850854
1305.080000,278260.777487
1246.100000,286297.236181
1275.830000,304276.332764
1289.200000,284080.241206
1238.430000,260723.572965
1308.480000,297883.989548
1358.760000,314521.630553
1409.220000,313394.644824
1317.710000,292983.935578
1347.340000,304888.929045
1313.310000,281958.335578
1287.960000,296217.566231
1287.930000,334288.055377
1256.040000,240249.928040
1307.540000,304606.098894
1281.890000,280678.641106
1288.220000,347780.132261
1239.600000,251836.140704
1299.840000,252452.315980
1308.550000,291983.153266
1347.040000,294532.500905
1238.100000,329802.160804
1393.910000,347870.484322
1321.540000,316406.259698
1280.090000,302896.333568
1292.550000,297340.942211
1345.060000,359385.403417
1292.620000,303436.437789
1290.860000,256532.121005
1286.160000,304667.712965
1264.980000,248589.185528
1320.270000,306208.831256
1308.660000,357492.265729
1306.780000,247805.780503
1324.440000,356155.785327
1306.110000,298293.153668
1296.280000,324722.855879
1286.430000,238464.758894
1398.460000,353292.450653
1331.310000,264009.149648
1331.560000,337526.880804
1337.080000,306872.315176
1336.490000,364586.713467
1262.210000,266609.141608
1343.410000,366397.981809
1274.420000,283625.551357
1322.760000,289812.203417
1233.720000,245953.408643
1246.830000,282869.639296
1367.790000,381454.247136
1219.200000,289227.256281
1298.130000,350408.204121
1251.380000,285138.146332
1357.360000,311380.372261
1230.920000,236308.375477
1224.560000,252695.202412
1328.530000,317042.431256
1312.770000,256310.338794
1288.960000,265845.425528
1238.760000,227929.791357
1287.080000,236558.184523
1282.430000,299951.673467
1330.050000,322870.047739
1314.630000,318398.575980
1321.340000,288425.170251
1287.390000,286488.852161
1252.010000,277157.045126
1271.140000,325045.246633
1320.270000,317437.092563
1266.460000,358224.149146
1250.870000,241253.450352
1321.170000,301592.413166
1340.940000,316186.649648
1318.090000,256608.976784
1295.450000,265578.409548
1296.950000,293854.952261
1310.900000,308821.095477
1363.950000,264755.796482
1333.870000,373778.495578
1261.130000,255039.420201
1304.460000,301493.415477
1252.740000,266731.751156
1253.120000,225104.990553
1305.110000,309532.088342
1277.820000,296348.148342
1377.410000,377554.323518
1374.630000,363705.068442
1310.800000,352373.346734
1300.690000,302848.667236
1337.570000,303434.648342
1251.910000,332851.670251
1321.270000,293712.409146
1344.400000,324701.748744
1353.740000,294471.248643
1315.910000,302204.273266
1305.540000,311477.053668
1357.780000,327115.207638
