23657.000000,5142238.271357
23732.680000,4474712.580503
23428.530000,6015158.491558
23610.170000,6617975.347839
23628.180000,5126042.741307
23660.580000,5865792.224724
23591.540000,4393376.068744
24010.450000,6380734.489950
23719.000000,5003956.502513
23857.030000,5824327.999095
23837.120000,5656703.422714
23437.390000,5716067.947638
23499.010000,5265023.356683
23626.180000,5055304.932261
23616.500000,5622930.924623
23779.230000,5382898.720704
23894.360000,5233121.517990
23666.210000,4946765.402915
24069.900000,4888653.135678
23630.920000,5811922.888040
23804.000000,5907610.090452
23828.490000,5947288.783819
23780.110000,5095872.409950
23897.510000,5862333.607940
23738.790000,4813213.382814
23737.330000,5356352.051357
23873.310000,4728560.265226
23551.840000,5812457.903920
23706.950000,4768952.118090
23659.770000,5281156.469447
23668.980000,4907133.788543
23716.920000,5303822.104121
23954.180000,4960574.480000
23869.500000,5809957.417085
23679.510000,5854922.834070
23746.320000,5030128.821709
23626.370000,5670390.877487
23726.980000,6678791.356382
23631.330000,5076621.357889
23679.730000,4954095.987035
23637.760000,5657069.731055
23641.660000,6317445.270754
23785.870000,4952056.606131
23991.880000,4959898.799598
23800.140000,5185425.909950
23930.770000,4631213.655377
23917.730000,5032568.308643
23811.540000,5793764.490854
23829.770000,5872260.590050
23733.140000,4836674.432563
23703.470000,6421798.250352
23835.100000,5688685.296482
23810.670000,5244446.282513
23781.210000,4667888.920503
23673.910000,4177703.609950
23598.580000,5036746.918191
23972.660000,4853610.456683
23470.190000,4345559.501407
23784.160000,5445522.024523
23893.670000,5276602.684523
23590.690000,4937992.707437
23724.240000,5600603.318995
23720.350000,5110579.997487
23863.890000,5350888.329548
23775.100000,5348223.708543
23410.140000,5238258.713970
23553.480000,5729599.647839
23823.810000,4796500.204925
23679.460000,5545591.907940
23725.920000,6045996.053869
23720.840000,5207093.843618
23741.560000,5168944.689849
23778.960000,4986228.380302
23543.820000,4925261.836784
23761.480000,4545832.170452
23615.560000,5724899.182312
23951.200000,5659073.969849
23633.400000,5007178.130653
23878.640000,5824362.724020
23634.820000,5221260.550352
23688.100000,4957995.728643
23512.270000,5664027.645327
23352.010000,4478796.522513
23835.000000,5731668.381910
23780.740000,6572972.474774
23828.260000,5257870.645628
24003.680000,4616093.083015
23901.880000,4556625.271960
23588.420000,5507487.661910
23644.840000,4868036.516985
23737.050000,4811513.364322
23604.900000,6240925.618090
23732.120000,6466090.116181
23577.840000,4966947.833568
23745.690000,5406610.335578
23484.860000,4974607.859698
23825.640000,4989983.789347
23630.260000,4868725.600402
23711.980000,5390863.316181
23636.190000,5995723.843116
