N18,N19,N20,N21,N22,N23
42108.000000,84049.000000,168574.000000,330906.000000,676912.000000,1326452.000000
41186.000000,84706.000000,166509.000000,332846.000000,655973.000000,1349296.000000
41688.000000,86834.000000,165477.000000,333823.000000,672958.000000,1330602.000000
41406.000000,81890.000000,166870.000000,335030.000000,668072.000000,1330512.000000
42289.000000,85650.000000,167224.000000,332004.000000,665768.000000,1315480.000000
42336.000000,83714.000000,166114.000000,331156.000000,654938.000000,1345786.000000
41462.000000,85387.000000,166706.000000,342620.000000,664201.000000,1341216.000000
40854.000000,84014.000000,168784.000000,331086.000000,670282.000000,1321304.000000
41947.000000,83822.000000,168900.000000,330817.000000,663042.000000,1319717.000000
41159.000000,83690.000000,168822.000000,328400.000000,667640.000000,1343972.000000
41639.000000,84952.000000,169258.000000,337532.000000,670407.000000,1325320.000000
41694.000000,83352.000000,168020.000000,339363.000000,670104.000000,1317044.000000
42480.000000,84778.000000,167456.000000,332358.000000,668643.000000,1340702.000000
42902.000000,83728.000000,167967.000000,331824.000000,660940.000000,1322239.000000
41479.000000,84204.000000,167591.000000,333912.000000,662128.000000,1344807.000000
41764.000000,82574.000000,167324.000000,334658.000000,670569.000000,1324310.000000
41368.000000,83906.000000,173102.000000,328021.000000,678176.000000,1333671.000000
41576.000000,85398.000000,162102.000000,335647.000000,664054.000000,1315001.000000
41721.000000,85088.000000,164906.000000,335500.000000,664782.000000,1327726.000000
42136.000000,83010.000000,166038.000000,334104.000000,667004.000000,1334788.000000
42463.000000,82860.000000,167986.000000,335616.000000,667694.000000,1340974.000000
42293.000000,82910.000000,165736.000000,335225.000000,674306.000000,1335970.000000
40708.000000,84883.000000,170171.000000,330394.000000,681704.000000,1353386.000000
41698.000000,83028.000000,167806.000000,339571.000000,668314.000000,1323866.000000
42083.000000,83312.000000,165410.000000,332726.000000,666740.000000,1324320.000000
41500.000000,83090.000000,167108.000000,335764.000000,671878.000000,1331262.000000
42078.000000,84096.000000,166068.000000,334498.000000,667163.000000,1342506.000000
41242.000000,84558.000000,168654.000000,331746.000000,672820.000000,1331211.000000
41797.000000,83924.000000,165798.000000,327820.000000,664858.000000,1341674.000000
42981.000000,83192.000000,164556.000000,335090.000000,659992.000000,1344519.000000
42098.000000,82544.000000,166431.000000,338932.000000,665850.000000,1348540.000000
41244.000000,84006.000000,163420.000000,334822.000000,666824.000000,1331216.000000
40918.000000,81704.000000,170952.000000,337468.000000,676038.000000,1335020.000000
42196.000000,83314.000000,168464.000000,334886.000000,668553.000000,1342306.000000
42928.000000,84406.000000,164672.000000,334854.000000,673605.000000,1344373.000000
42218.000000,83086.000000,165596.000000,334150.000000,665302.000000,1338058.000000
42198.000000,84921.000000,169898.000000,333438.000000,672334.000000,1340660.000000
41604.000000,83756.000000,166048.000000,331282.000000,674966.000000,1337012.000000
41852.000000,84098.000000,167174.000000,328922.000000,673390.000000,1351122.000000
41263.000000,82262.000000,168942.000000,333987.000000,656310.000000,1340753.000000
42242.000000,83476.000000,166869.000000,333680.000000,676953.000000,1342908.000000
42812.000000,82621.000000,166338.000000,329704.000000,655036.000000,1335618.000000
41710.000000,82321.000000,165612.000000,328931.000000,663130.000000,1333386.000000
41186.000000,82588.000000,169667.000000,337904.000000,675666.000000,1338974.000000
42271.000000,84666.000000,165088.000000,336057.000000,669986.000000,1333895.000000
41881.000000,83152.000000,168498.000000,334646.000000,664411.000000,1337554.000000
40960.000000,83860.000000,166286.000000,334706.000000,665420.000000,1342452.000000
40050.000000,81834.000000,168108.000000,332086.000000,651530.000000,1331730.000000
41194.000000,85198.000000,165540.000000,330496.000000,660596.000000,1324926.000000
42646.000000,84538.000000,164658.000000,331958.000000,664005.000000,1344692.000000
43172.000000,84144.000000,167296.000000,332654.000000,667150.000000,1323266.000000
41850.000000,84728.000000,168732.000000,338350.000000,661884.000000,1294972.000000
42148.000000,83222.000000,166430.000000,335274.000000,667654.000000,1340222.000000
41516.000000,82639.000000,169548.000000,330552.000000,659346.000000,1346730.000000
41070.000000,83350.000000,167282.000000,332180.000000,672638.000000,1334812.000000
43534.000000,83842.000000,166376.000000,331572.000000,679111.000000,1346991.000000
42308.000000,83608.000000,168308.000000,325134.000000,675932.000000,1323660.000000
41634.000000,84160.000000,169130.000000,332690.000000,678982.000000,1340283.000000
41848.000000,83962.000000,168940.000000,332574.000000,666438.000000,1339140.000000
41836.000000,84441.000000,167428.000000,332517.000000,671004.000000,1337420.000000
41724.000000,84002.000000,170460.000000,340077.000000,661304.000000,1342124.000000
41932.000000,83713.000000,165141.000000,323910.000000,676996.000000,1337204.000000
41966.000000,82922.000000,168126.000000,328776.000000,665626.000000,1334468.000000
42102.000000,85016.000000,167814.000000,330888.000000,670941.000000,1321908.000000
42400.000000,83380.000000,164874.000000,335470.000000,661837.000000,1351238.000000
40998.000000,83019.000000,168856.000000,329744.000000,674554.000000,1355082.000000
41295.000000,81077.000000,165818.000000,332510.000000,670914.000000,1335513.000000
40668.000000,84134.000000,168292.000000,332314.000000,673974.000000,1323992.000000
42470.000000,83976.000000,160210.000000,339660.000000,651946.000000,1350134.000000
42092.000000,83244.000000,165138.000000,334940.000000,668578.000000,1314566.000000
42832.000000,83112.000000,163878.000000,341150.000000,656876.000000,1327522.000000
41546.000000,82659.000000,167090.000000,336320.000000,659960.000000,1330408.000000
41842.000000,84466.000000,168108.000000,336454.000000,659796.000000,1347639.000000
42442.000000,83500.000000,167327.000000,324989.000000,666608.000000,1322482.000000
42710.000000,84711.000000,164335.000000,334926.000000,670290.000000,1353535.000000
41218.000000,84606.000000,165458.000000,339716.000000,673512.000000,1321632.000000
40424.000000,83774.000000,166054.000000,332536.000000,665058.000000,1348168.000000
42374.000000,85404.000000,166568.000000,330934.000000,671971.000000,1344126.000000
41958.000000,83762.000000,168242.000000,329536.000000,668143.000000,1343361.000000
42312.000000,84034.000000,164018.000000,331834.000000,658126.000000,1350673.000000
41416.000000,84302.000000,166380.000000,335052.000000,664514.000000,1322753.000000
40751.000000,83108.000000,168302.000000,333160.000000,670612.000000,1312598.000000
41547.000000,82762.000000,167814.000000,337938.000000,673090.000000,1348336.000000
42524.000000,84987.000000,167016.000000,334403.000000,664468.000000,1332449.000000
40884.000000,82616.000000,166349.000000,334168.000000,670976.000000,1334194.000000
41832.000000,82015.000000,169564.000000,328576.000000,663590.000000,1313532.000000
41764.000000,83710.000000,166504.000000,334878.000000,665870.000000,1316544.000000
42161.000000,83946.000000,169044.000000,333352.000000,668492.000000,1345120.000000
42686.000000,84710.000000,167054.000000,334328.000000,660084.000000,1357164.000000
41180.000000,84532.000000,165696.000000,338084.000000,667480.000000,1331416.000000
40638.000000,83236.000000,167162.000000,333571.000000,673671.000000,1324680.000000
41662.000000,85630.000000,164506.000000,335420.000000,665118.000000,1351592.000000
42380.000000,83106.000000,168832.000000,338836.000000,667814.000000,1319068.000000
42726.000000,84552.000000,167518.000000,337522.000000,658890.000000,1340984.000000
42902.000000,83992.000000,169496.000000,330566.000000,659586.000000,1326760.000000
42102.000000,83310.000000,168630.000000,336174.000000,658965.000000,1345678.000000
42398.000000,83702.000000,167250.000000,335265.000000,675404.000000,1358760.000000
42058.000000,83610.000000,168599.000000,336582.000000,666980.000000,1345354.000000
41834.000000,82972.000000,167810.000000,329872.000000,677266.000000,1345182.000000
41808.000000,81506.000000,165182.000000,335378.000000,667307.000000,1338334.000000
40970.000000,81936.000000,166684.000000,331994.000000,673491.000000,1354274.000000
41614.000000,83220.000000,168249.000000,330022.000000,673056.000000,1323606.000000
41390.000000,82848.000000,167024.000000,332680.000000,669344.000000,1351450.000000
40962.000000,82934.000000,165822.000000,334386.000000,662345.000000,1332046.000000
42208.000000,81669.000000,167094.000000,331802.000000,673958.000000,1345876.000000
42297.000000,83364.000000,164608.000000,333387.000000,667088.000000,1361442.000000
42445.000000,83126.000000,168496.000000,334668.000000,659682.000000,1314856.000000
42654.000000,81592.000000,166429.000000,334336.000000,658914.000000,1338914.000000
42672.000000,84492.000000,164760.000000,338358.000000,666318.000000,1313108.000000
41848.000000,80054.000000,167796.000000,342402.000000,675273.000000,1315294.000000
42334.000000,84026.000000,164762.000000,332891.000000,673992.000000,1342019.000000
41570.000000,83682.000000,167384.000000,336768.000000,661982.000000,1360004.000000
41644.000000,84423.000000,169634.000000,333322.000000,668062.000000,1321974.000000
41626.000000,83174.000000,167408.000000,334778.000000,662844.000000,1362122.000000
41404.000000,84140.000000,167414.000000,336006.000000,666254.000000,1312306.000000
41706.000000,85194.000000,165666.000000,331280.000000,670192.000000,1338150.000000
41668.000000,84390.000000,169190.000000,335774.000000,672186.000000,1323942.000000
41902.000000,83230.000000,168146.000000,336296.000000,669678.000000,1304352.000000
42304.000000,82882.000000,168304.000000,333273.000000,668889.000000,1329477.000000
41571.000000,83288.000000,167917.000000,332939.000000,668024.000000,1332940.000000
42060.000000,83522.000000,167661.000000,336250.000000,663858.000000,1328044.000000
41282.000000,81949.000000,166431.000000,331888.000000,663889.000000,1344418.000000
41800.000000,83374.000000,166348.000000,332001.000000,657152.000000,1320820.000000
41796.000000,82994.000000,165720.000000,334138.000000,667968.000000,1321495.000000
41774.000000,84210.000000,165494.000000,336195.000000,674337.000000,1339420.000000
41514.000000,83746.000000,167896.000000,333895.000000,674814.000000,1327182.000000
41521.000000,84282.000000,167550.000000,324877.000000,669534.000000,1330592.000000
42756.000000,82866.000000,166934.000000,323688.000000,670490.000000,1356772.000000
42508.000000,81714.000000,169890.000000,335238.000000,677706.000000,1349048.000000
42456.000000,81558.000000,167969.000000,329927.000000,675569.000000,1356154.000000
40808.000000,82757.000000,166086.000000,335240.000000,663672.000000,1323856.000000
42212.000000,81670.000000,167074.000000,334170.000000,667328.000000,1348510.000000
41466.000000,84170.000000,164826.000000,338714.000000,674804.000000,1363191.000000
41977.000000,83941.000000,167214.000000,330572.000000,651683.000000,1336534.000000
41870.000000,82354.000000,160456.000000,336942.000000,669052.000000,1361748.000000
41513.000000,83465.000000,170354.000000,331970.000000,664758.000000,1346569.000000
41868.000000,84711.000000,166464.000000,337424.000000,667380.000000,1326918.000000
42133.000000,82358.000000,169618.000000,331897.000000,677852.000000,1340172.000000
40844.000000,83479.000000,168148.000000,335622.000000,672344.000000,1334062.000000
42730.000000,83193.000000,163918.000000,332052.000000,663068.000000,1346168.000000
41526.000000,82946.000000,166944.000000,328977.000000,664842.000000,1315423.000000
42264.000000,84410.000000,167695.000000,332476.000000,663021.000000,1345336.000000
40994.000000,84240.000000,169240.000000,339784.000000,679405.000000,1337162.000000
41802.000000,83523.000000,166956.000000,340324.000000,668540.000000,1335630.000000
42476.000000,82328.000000,165244.000000,333794.000000,665806.000000,1328325.000000
41532.000000,83973.000000,171191.000000,328074.000000,657156.000000,1318740.000000
41542.000000,82607.000000,164046.000000,336615.000000,677832.000000,1338913.000000
42644.000000,82928.000000,165920.000000,330340.000000,661036.000000,1340928.000000
41898.000000,84752.000000,165902.000000,335172.000000,662760.000000,1337932.000000
42239.000000,84188.000000,164973.000000,333866.000000,663030.000000,1334199.000000
40398.000000,83143.000000,168232.000000,336476.000000,668088.000000,1335216.000000
41814.000000,85080.000000,167058.000000,335405.000000,669406.000000,1326840.000000
41316.000000,82179.000000,164827.000000,338794.000000,674402.000000,1352422.000000
40974.000000,83017.000000,166456.000000,338806.000000,667932.000000,1341611.000000
42268.000000,82686.000000,168214.000000,332370.000000,666778.000000,1331198.000000
41330.000000,84570.000000,169780.000000,337657.000000,666140.000000,1340824.000000
41424.000000,83790.000000,164160.000000,338207.000000,671979.000000,1329090.000000
41584.000000,83692.000000,170740.000000,334938.000000,670090.000000,1329572.000000
40952.000000,82782.000000,165679.000000,332198.000000,668059.000000,1321339.000000
42078.000000,84690.000000,166922.000000,334592.000000,675047.000000,1334805.000000
40984.000000,85127.000000,163466.000000,338676.000000,664906.000000,1324270.000000
42652.000000,84494.000000,165244.000000,334290.000000,665330.000000,1329948.000000
