N18,N19,N20,N21,N22,N23
81276.000000,174926.000000,358542.000000,682270.000000,1375852.000000,2977196.000000
79998.000000,162902.000000,347844.000000,667374.000000,1464938.000000,2922722.000000
79204.000000,157206.000000,356198.000000,680490.000000,1421400.000000,2899208.000000
81798.000000,160762.000000,351742.000000,697874.000000,1472996.000000,2979166.000000
85248.000000,173564.000000,342044.000000,727908.000000,1503144.000000,2925428.000000
85082.000000,164858.000000,350924.000000,664946.000000,1441462.000000,2943244.000000
87378.000000,169832.000000,338564.000000,724740.000000,1490454.000000,2997622.000000
80440.000000,162590.000000,341938.000000,685734.000000,1491654.000000,3012168.000000
84360.000000,172016.000000,350942.000000,730022.000000,1445120.000000,2886852.000000
84190.000000,169792.000000,351376.000000,703122.000000,1464606.000000,2979308.000000
85076.000000,162334.000000,354332.000000,734252.000000,1428802.000000,2979076.000000
81114.000000,170698.000000,364566.000000,754256.000000,1460688.000000,2816694.000000
82238.000000,172306.000000,344036.000000,732550.000000,1400710.000000,2981816.000000
76542.000000,171600.000000,356740.000000,697014.000000,1484850.000000,2898070.000000
80934.000000,164244.000000,351698.000000,717540.000000,1469842.000000,2899694.000000
78856.000000,176006.000000,327922.000000,715792.000000,1415300.000000,2873408.000000
81724.000000,177910.000000,335556.000000,734684.000000,1462820.000000,2946312.000000
79098.000000,169232.000000,351260.000000,738066.000000,1449404.000000,2925806.000000
84828.000000,174520.000000,353958.000000,714430.000000,1445992.000000,2874864.000000
83700.000000,170040.000000,349368.000000,696574.000000,1398130.000000,2928472.000000
83962.000000,159648.000000,354992.000000,673008.000000,1457256.000000,2962172.000000
84628.000000,164532.000000,341370.000000,731112.000000,1437950.000000,2824526.000000
80278.000000,168282.000000,346344.000000,701080.000000,1415936.000000,2972788.000000
78766.000000,177034.000000,356080.000000,758276.000000,1461962.000000,2913038.000000
84252.000000,172186.000000,348518.000000,709850.000000,1480088.000000,2908118.000000
78488.000000,175664.000000,361638.000000,706572.000000,1456340.000000,3009352.000000
82372.000000,166662.000000,348220.000000,720038.000000,1389992.000000,2882770.000000
90876.000000,168628.000000,360154.000000,725576.000000,1390680.000000,2931980.000000
79814.000000,169778.000000,324656.000000,725842.000000,1383800.000000,2901936.000000
82256.000000,166372.000000,365870.000000,728694.000000,1506506.000000,2928150.000000
85758.000000,173076.000000,356838.000000,728776.000000,1427466.000000,2939212.000000
83056.000000,171402.000000,341866.000000,708712.000000,1476074.000000,3051360.000000
82620.000000,170030.000000,339696.000000,715810.000000,1446110.000000,2951820.000000
83886.000000,172754.000000,352388.000000,697856.000000,1444482.000000,2941686.000000
79224.000000,173134.000000,359706.000000,740218.000000,1436904.000000,2950002.000000
80118.000000,175672.000000,352398.000000,674844.000000,1483518.000000,2856388.000000
84424.000000,174480.000000,335770.000000,726126.000000,1461006.000000,2974896.000000
81990.000000,171100.000000,342146.000000,681310.000000,1387556.000000,3044754.000000
81102.000000,157820.000000,324434.000000,732724.000000,1445206.000000,2892066.000000
82782.000000,173830.000000,327758.000000,687408.000000,1418090.000000,3050614.000000
82502.000000,164526.000000,327414.000000,677546.000000,1462790.000000,2928598.000000
81088.000000,165150.000000,354074.000000,725856.000000,1461674.000000,3020222.000000
84372.000000,166252.000000,340826.000000,726222.000000,1475762.000000,2943814.000000
84572.000000,159286.000000,350364.000000,689442.000000,1435468.000000,3000294.000000
82546.000000,172000.000000,360084.000000,717808.000000,1476802.000000,3060930.000000
79994.000000,177176.000000,356702.000000,748160.000000,1463450.000000,3013122.000000
80024.000000,168902.000000,358228.000000,695582.000000,1437246.000000,2864986.000000
82114.000000,173162.000000,343116.000000,705146.000000,1411706.000000,3021088.000000
81544.000000,171334.000000,361558.000000,742136.000000,1452440.000000,3105162.000000
87050.000000,175776.000000,332128.000000,724398.000000,1472980.000000,2956222.000000
79294.000000,169752.000000,344920.000000,707204.000000,1417398.000000,2952706.000000
82944.000000,166888.000000,346144.000000,713226.000000,1386894.000000,2987684.000000
80854.000000,170098.000000,359602.000000,726866.000000,1418212.000000,2933436.000000
81270.000000,156350.000000,347640.000000,704020.000000,1485516.000000,2939694.000000
86514.000000,170834.000000,358390.000000,702810.000000,1405296.000000,2969448.000000
88684.000000,172342.000000,351666.000000,736302.000000,1372632.000000,2942016.000000
80914.000000,169482.000000,357800.000000,733916.000000,1479582.000000,2999068.000000
85022.000000,168870.000000,340228.000000,707172.000000,1440990.000000,2968918.000000
83468.000000,171594.000000,330504.000000,745486.000000,1461666.000000,2944370.000000
79346.000000,165588.000000,355770.000000,720622.000000,1452022.000000,2970818.000000
82308.000000,169962.000000,332920.000000,713726.000000,1490982.000000,2993214.000000
82898.000000,166016.000000,345784.000000,715882.000000,1436208.000000,2929608.000000
80926.000000,177878.000000,345302.000000,731566.000000,1473448.000000,2922094.000000
81872.000000,171640.000000,346432.000000,726022.000000,1383114.000000,2918676.000000
84510.000000,166056.000000,351488.000000,713290.000000,1464038.000000,2969422.000000
84832.000000,158948.000000,354958.000000,743536.000000,1454190.000000,2991044.000000
81590.000000,171710.000000,346628.000000,715208.000000,1441838.000000,2967378.000000
79112.000000,169380.000000,333956.000000,716836.000000,1440564.000000,2898974.000000
84802.000000,167062.000000,348046.000000,742490.000000,1541846.000000,2944584.000000
86926.000000,170312.000000,338262.000000,696602.000000,1463432.000000,3003682.000000
79634.000000,167184.000000,351700.000000,713338.000000,1482752.000000,3057410.000000
84804.000000,167350.000000,361026.000000,730514.000000,1452650.000000,3020446.000000
81790.000000,173696.000000,332750.000000,716694.000000,1438872.000000,2858554.000000
79646.000000,172070.000000,349640.000000,723094.000000,1412156.000000,2888886.000000
82426.000000,168640.000000,345396.000000,711550.000000,1432238.000000,2930442.000000
77736.000000,164892.000000,351582.000000,708662.000000,1444402.000000,2928166.000000
79310.000000,165418.000000,344558.000000,679306.000000,1464450.000000,2935604.000000
81774.000000,174332.000000,351312.000000,708640.000000,1431278.000000,2911730.000000
80004.000000,168416.000000,334958.000000,709456.000000,1483660.000000,2941220.000000
81862.000000,170536.000000,336578.000000,714098.000000,1478178.000000,2990210.000000
82840.000000,167248.000000,349120.000000,742208.000000,1371996.000000,3048850.000000
81366.000000,165946.000000,356268.000000,719884.000000,1444162.000000,2981970.000000
84110.000000,170786.000000,351070.000000,736218.000000,1407452.000000,2897362.000000
80280.000000,179856.000000,358736.000000,726288.000000,1469124.000000,2957828.000000
82070.000000,177222.000000,341552.000000,715338.000000,1473612.000000,2823922.000000
77296.000000,162796.000000,346612.000000,725154.000000,1477862.000000,3031624.000000
85424.000000,162646.000000,342046.000000,724484.000000,1470788.000000,2959274.000000
83478.000000,178178.000000,350032.000000,694828.000000,1400548.000000,3003598.000000
85138.000000,172004.000000,356392.000000,705284.000000,1423468.000000,2982944.000000
80012.000000,164698.000000,351868.000000,701094.000000,1494990.000000,2915878.000000
87378.000000,156382.000000,338332.000000,673334.000000,1458812.000000,2992912.000000
85178.000000,167928.000000,350282.000000,686922.000000,1459726.000000,2961358.000000
83666.000000,170416.000000,368006.000000,703038.000000,1418146.000000,3011406.000000
82632.000000,165710.000000,346600.000000,712910.000000,1475656.000000,2952874.000000
86130.000000,162902.000000,341464.000000,720658.000000,1496470.000000,2897774.000000
86172.000000,164466.000000,358412.000000,686792.000000,1471312.000000,2998852.000000
82818.000000,170568.000000,359270.000000,708328.000000,1470476.000000,2915224.000000
84894.000000,169978.000000,341670.000000,718804.000000,1433648.000000,2980242.000000
81412.000000,162370.000000,354294.000000,716090.000000,1465044.000000,3073338.000000
80854.000000,176060.000000,351664.000000,747260.000000,1417568.000000,3039726.000000
77286.000000,166982.000000,345472.000000,730114.000000,1374320.000000,3005368.000000
84520.000000,171130.000000,352784.000000,720732.000000,1477266.000000,2982368.000000
85170.000000,170048.000000,338654.000000,715890.000000,1442542.000000,2994144.000000
82398.000000,179896.000000,350816.000000,698326.000000,1440892.000000,2931860.000000
82550.000000,175656.000000,341336.000000,736040.000000,1355660.000000,2925940.000000
84170.000000,175222.000000,343304.000000,674776.000000,1450994.000000,3053964.000000
82684.000000,159056.000000,346384.000000,727308.000000,1419334.000000,3002772.000000
78064.000000,164540.000000,348278.000000,703750.000000,1454688.000000,2960176.000000
79312.000000,170298.000000,337040.000000,723786.000000,1449680.000000,2924184.000000
80042.000000,180682.000000,352320.000000,712882.000000,1419922.000000,2968482.000000
80970.000000,165176.000000,337696.000000,731746.000000,1478868.000000,2966156.000000
80472.000000,174538.000000,356788.000000,719926.000000,1483418.000000,2883400.000000
83658.000000,165630.000000,355864.000000,697962.000000,1488732.000000,2963202.000000
82878.000000,158656.000000,372848.000000,718158.000000,1419878.000000,2833842.000000
86246.000000,176058.000000,342786.000000,720584.000000,1382770.000000,2856298.000000
87326.000000,163616.000000,348448.000000,709602.000000,1453284.000000,2927398.000000
82898.000000,163814.000000,368690.000000,702416.000000,1497092.000000,2930914.000000
82948.000000,166828.000000,348984.000000,741094.000000,1468718.000000,3018220.000000
77304.000000,167718.000000,349840.000000,725674.000000,1521844.000000,2939584.000000
87236.000000,168280.000000,350090.000000,730218.000000,1458396.000000,3020658.000000
77892.000000,165086.000000,356290.000000,733902.000000,1442562.000000,2953482.000000
79660.000000,177306.000000,346986.000000,732108.000000,1458196.000000,2887988.000000
80594.000000,173624.000000,354386.000000,714744.000000,1520654.000000,3014356.000000
86378.000000,171746.000000,341988.000000,726704.000000,1482398.000000,2963502.000000
79690.000000,171162.000000,355694.000000,703418.000000,1422484.000000,2832356.000000
84202.000000,173168.000000,347650.000000,726130.000000,1446690.000000,2916146.000000
79226.000000,167742.000000,347178.000000,726900.000000,1477052.000000,2891056.000000
82970.000000,168262.000000,356232.000000,734090.000000,1533682.000000,3059628.000000
86704.000000,166202.000000,360860.000000,721420.000000,1502738.000000,2910028.000000
85858.000000,168750.000000,349462.000000,716350.000000,1436854.000000,2947884.000000
84606.000000,173688.000000,348636.000000,717596.000000,1461036.000000,2985812.000000
84520.000000,169788.000000,376682.000000,689726.000000,1497326.000000,2944622.000000
78494.000000,163442.000000,354690.000000,714234.000000,1477874.000000,3001786.000000
79636.000000,165584.000000,350252.000000,741728.000000,1406874.000000,2993226.000000
86842.000000,167162.000000,343216.000000,679074.000000,1411988.000000,2929702.000000
85560.000000,161550.000000,360644.000000,700932.000000,1459068.000000,2976040.000000
84850.000000,169838.000000,340738.000000,704200.000000,1433718.000000,2928842.000000
85896.000000,167460.000000,362032.000000,726886.000000,1436316.000000,2954382.000000
85666.000000,169386.000000,327038.000000,689844.000000,1398032.000000,3086840.000000
80254.000000,164190.000000,351806.000000,697354.000000,1486602.000000,2970416.000000
77820.000000,171322.000000,358812.000000,696878.000000,1479532.000000,2935070.000000
83860.000000,170334.000000,349302.000000,699178.000000,1475618.000000,2993822.000000
