N18
94506.000000
97242.000000
99360.000000
97880.000000
94018.000000
94720.000000
99704.000000
97718.000000
94954.000000
98718.000000
98658.000000
95248.000000
97180.000000
95440.000000
98682.000000
100764.000000
95922.000000
95560.000000
98864.000000
96112.000000
96366.000000
98676.000000
97588.000000
95094.000000
98358.000000
97096.000000
100120.000000
99848.000000
99946.000000
96846.000000
98112.000000
100306.000000
95108.000000
97392.000000
101876.000000
97048.000000
100758.000000
99688.000000
97002.000000
97986.000000
93740.000000
99292.000000
96864.000000
97464.000000
97414.000000
96228.000000
98968.000000
99438.000000
98000.000000
99158.000000
99640.000000
97416.000000
98570.000000
95498.000000
98898.000000
101010.000000
97932.000000
96698.000000
101082.000000
99710.000000
97978.000000
93730.000000
100044.000000
96756.000000
101636.000000
97780.000000
101144.000000
97522.000000
100910.000000
97540.000000
92590.000000
99488.000000
97436.000000
95738.000000
99918.000000
99308.000000
95172.000000
99184.000000
101946.000000
97734.000000
98056.000000
95998.000000
97580.000000
98124.000000
97778.000000
96832.000000
100208.000000
99868.000000
98620.000000
96988.000000
95818.000000
97964.000000
98718.000000
97652.000000
100502.000000
101212.000000
95062.000000
103324.000000
97516.000000
99770.000000
97080.000000
99226.000000
100424.000000
99410.000000
96830.000000
96654.000000
95938.000000
96584.000000
95972.000000
95578.000000
100980.000000
94228.000000
95360.000000
94968.000000
96256.000000
95898.000000
101284.000000
99130.000000
98818.000000
96296.000000
101884.000000
99758.000000
102562.000000
96958.000000
95928.000000
98320.000000
93998.000000
97606.000000
101832.000000
99836.000000
94538.000000
98218.000000
96532.000000
97840.000000
96024.000000
97174.000000
102910.000000
96584.000000
100688.000000
97522.000000
95190.000000
98422.000000
97850.000000
95772.000000
97086.000000
99048.000000
96196.000000
96518.000000
95746.000000
99878.000000
99426.000000
94674.000000
100928.000000
94342.000000
94794.000000
97240.000000
98368.000000
96584.000000
101016.000000
96496.000000
96848.000000
95948.000000
97558.000000
94302.000000
98136.000000
99992.000000
95906.000000
99368.000000
97974.000000
99024.000000
96036.000000
95490.000000
97166.000000
100542.000000
97504.000000
97446.000000
97742.000000
93676.000000
97588.000000
97502.000000
96824.000000
99984.000000
88578.000000
92758.000000
96156.000000
97104.000000
96374.000000
99882.000000
97246.000000
95592.000000
93082.000000
97444.000000
98522.000000
94246.000000
99124.000000
98956.000000
102930.000000
97916.000000
98162.000000
104338.000000
