N18
78196.000000
79628.000000
78732.000000
72448.000000
73532.000000
75372.000000
76172.000000
73774.000000
73542.000000
75254.000000
73800.000000
75440.000000
74268.000000
73134.000000
74198.000000
79460.000000
77188.000000
73146.000000
74668.000000
78648.000000
74936.000000
77706.000000
73122.000000
80184.000000
77302.000000
75056.000000
71136.000000
74904.000000
74936.000000
71684.000000
71036.000000
74626.000000
81236.000000
71332.000000
78808.000000
76666.000000
74624.000000
74064.000000
73818.000000
67696.000000
75042.000000
73832.000000
75192.000000
71214.000000
75600.000000
78412.000000
73862.000000
71388.000000
75474.000000
70136.000000
79772.000000
71960.000000
73582.000000
73040.000000
66474.000000
76836.000000
80210.000000
74552.000000
73778.000000
75082.000000
74060.000000
78204.000000
76752.000000
68682.000000
73594.000000
74050.000000
70698.000000
81662.000000
74926.000000
72992.000000
73070.000000
76916.000000
69172.000000
79094.000000
71832.000000
74526.000000
71094.000000
85512.000000
78940.000000
73230.000000
77118.000000
76570.000000
76250.000000
73598.000000
70964.000000
77980.000000
77332.000000
77770.000000
75334.000000
72222.000000
69372.000000
75684.000000
73248.000000
76316.000000
74746.000000
77250.000000
71778.000000
77700.000000
72548.000000
67458.000000
73088.000000
72014.000000
74540.000000
71152.000000
74844.000000
79474.000000
73376.000000
75468.000000
76344.000000
74066.000000
75194.000000
75614.000000
77748.000000
68806.000000
67886.000000
79892.000000
71796.000000
81454.000000
71630.000000
74920.000000
77864.000000
77210.000000
79296.000000
75064.000000
75700.000000
76666.000000
79862.000000
67670.000000
77674.000000
76226.000000
72670.000000
78430.000000
78194.000000
75652.000000
74978.000000
72648.000000
77146.000000
72248.000000
74388.000000
70642.000000
75198.000000
73550.000000
79274.000000
75156.000000
72340.000000
77892.000000
75518.000000
73838.000000
79046.000000
79164.000000
72754.000000
74618.000000
71468.000000
74246.000000
74048.000000
76474.000000
69560.000000
78278.000000
67296.000000
74112.000000
75320.000000
78486.000000
79880.000000
71732.000000
70558.000000
76198.000000
76458.000000
76462.000000
78690.000000
71088.000000
69130.000000
65360.000000
69466.000000
76170.000000
75634.000000
71894.000000
70346.000000
72228.000000
73404.000000
78660.000000
75034.000000
76978.000000
76280.000000
77130.000000
75800.000000
69168.000000
79542.000000
74374.000000
77810.000000
74858.000000
74996.000000
77554.000000
74190.000000
75152.000000
77636.000000
76674.000000
73692.000000
72672.000000
76858.000000
72414.000000
