N18,N19,N20,N21,N22,N23
2.000000,0.000000,30.000000,20.000000,162.000000,248.000000
0.000000,14.000000,0.000000,78.000000,100.000000,58.000000
6.000000,52.000000,52.000000,0.000000,80.000000,352.000000
0.000000,0.000000,8.000000,28.000000,104.000000,106.000000
2.000000,0.000000,46.000000,14.000000,60.000000,144.000000
0.000000,2.000000,6.000000,4.000000,228.000000,584.000000
0.000000,4.000000,10.000000,36.000000,114.000000,234.000000
0.000000,0.000000,42.000000,30.000000,76.000000,40.000000
0.000000,2.000000,4.000000,18.000000,68.000000,350.000000
0.000000,0.000000,0.000000,38.000000,548.000000,10.000000
0.000000,2.000000,0.000000,2.000000,2.000000,196.000000
0.000000,2.000000,58.000000,40.000000,12.000000,420.000000
0.000000,30.000000,6.000000,38.000000,2.000000,38.000000
0.000000,0.000000,12.000000,126.000000,26.000000,12.000000
4.000000,4.000000,0.000000,202.000000,2.000000,58.000000
4.000000,6.000000,0.000000,48.000000,12.000000,104.000000
18.000000,10.000000,0.000000,40.000000,60.000000,98.000000
0.000000,10.000000,2.000000,52.000000,322.000000,92.000000
0.000000,0.000000,38.000000,84.000000,28.000000,244.000000
2.000000,0.000000,18.000000,0.000000,188.000000,148.000000
0.000000,34.000000,2.000000,4.000000,562.000000,74.000000
0.000000,0.000000,4.000000,88.000000,128.000000,866.000000
2.000000,8.000000,38.000000,0.000000,324.000000,226.000000
2.000000,2.000000,62.000000,40.000000,2.000000,130.000000
0.000000,0.000000,26.000000,166.000000,218.000000,162.000000
2.000000,2.000000,10.000000,56.000000,58.000000,48.000000
0.000000,4.000000,8.000000,82.000000,270.000000,762.000000
0.000000,2.000000,30.000000,18.000000,80.000000,400.000000
16.000000,0.000000,8.000000,6.000000,550.000000,40.000000
0.000000,0.000000,32.000000,0.000000,68.000000,508.000000
4.000000,0.000000,0.000000,12.000000,102.000000,88.000000
8.000000,0.000000,0.000000,0.000000,68.000000,44.000000
0.000000,8.000000,2.000000,24.000000,22.000000,394.000000
0.000000,8.000000,48.000000,58.000000,224.000000,424.000000
0.000000,2.000000,82.000000,40.000000,46.000000,86.000000
0.000000,92.000000,16.000000,0.000000,0.000000,356.000000
0.000000,0.000000,0.000000,42.000000,16.000000,202.000000
0.000000,12.000000,68.000000,232.000000,26.000000,958.000000
6.000000,0.000000,2.000000,4.000000,140.000000,78.000000
0.000000,12.000000,74.000000,70.000000,236.000000,178.000000
10.000000,4.000000,66.000000,68.000000,74.000000,646.000000
0.000000,10.000000,74.000000,74.000000,24.000000,284.000000
0.000000,14.000000,8.000000,4.000000,22.000000,116.000000
0.000000,0.000000,42.000000,52.000000,28.000000,6.000000
0.000000,4.000000,14.000000,22.000000,424.000000,246.000000
0.000000,12.000000,6.000000,22.000000,32.000000,92.000000
0.000000,0.000000,4.000000,0.000000,14.000000,564.000000
0.000000,0.000000,6.000000,42.000000,6.000000,202.000000
4.000000,0.000000,50.000000,16.000000,118.000000,282.000000
0.000000,50.000000,0.000000,84.000000,96.000000,266.000000
4.000000,0.000000,4.000000,118.000000,330.000000,86.000000
8.000000,6.000000,36.000000,40.000000,0.000000,144.000000
0.000000,26.000000,32.000000,10.000000,12.000000,12.000000
2.000000,2.000000,22.000000,26.000000,54.000000,310.000000
2.000000,26.000000,0.000000,16.000000,76.000000,362.000000
6.000000,2.000000,8.000000,152.000000,112.000000,6.000000
2.000000,6.000000,6.000000,142.000000,0.000000,98.000000
2.000000,24.000000,10.000000,12.000000,92.000000,336.000000
0.000000,2.000000,50.000000,36.000000,216.000000,80.000000
4.000000,2.000000,0.000000,52.000000,54.000000,42.000000
6.000000,28.000000,90.000000,26.000000,90.000000,232.000000
0.000000,0.000000,32.000000,0.000000,92.000000,218.000000
0.000000,0.000000,42.000000,12.000000,172.000000,92.000000
0.000000,4.000000,30.000000,238.000000,48.000000,322.000000
2.000000,10.000000,2.000000,58.000000,262.000000,50.000000
2.000000,0.000000,0.000000,0.000000,130.000000,52.000000
8.000000,8.000000,16.000000,40.000000,62.000000,148.000000
2.000000,0.000000,52.000000,94.000000,32.000000,144.000000
4.000000,0.000000,88.000000,16.000000,146.000000,40.000000
0.000000,4.000000,10.000000,104.000000,58.000000,354.000000
0.000000,28.000000,40.000000,4.000000,138.000000,1148.000000
4.000000,0.000000,4.000000,12.000000,126.000000,208.000000
8.000000,0.000000,16.000000,14.000000,2.000000,30.000000
0.000000,12.000000,6.000000,98.000000,326.000000,144.000000
0.000000,0.000000,38.000000,2.000000,104.000000,108.000000
16.000000,12.000000,0.000000,40.000000,52.000000,86.000000
0.000000,24.000000,4.000000,28.000000,30.000000,222.000000
16.000000,0.000000,24.000000,26.000000,42.000000,370.000000
2.000000,12.000000,2.000000,58.000000,20.000000,30.000000
0.000000,4.000000,2.000000,6.000000,422.000000,190.000000
0.000000,2.000000,12.000000,62.000000,154.000000,294.000000
0.000000,0.000000,12.000000,0.000000,2.000000,230.000000
10.000000,4.000000,0.000000,50.000000,272.000000,80.000000
2.000000,0.000000,26.000000,16.000000,74.000000,534.000000
8.000000,0.000000,12.000000,0.000000,26.000000,194.000000
18.000000,0.000000,60.000000,12.000000,164.000000,176.000000
4.000000,2.000000,48.000000,12.000000,292.000000,194.000000
0.000000,0.000000,16.000000,2.000000,104.000000,48.000000
0.000000,0.000000,2.000000,84.000000,160.000000,724.000000
0.000000,0.000000,2.000000,30.000000,2.000000,58.000000
0.000000,2.000000,8.000000,98.000000,136.000000,694.000000
8.000000,4.000000,76.000000,52.000000,108.000000,98.000000
0.000000,0.000000,6.000000,18.000000,122.000000,300.000000
0.000000,16.000000,56.000000,2.000000,160.000000,178.000000
12.000000,6.000000,8.000000,10.000000,224.000000,664.000000
0.000000,0.000000,14.000000,0.000000,256.000000,822.000000
52.000000,0.000000,0.000000,134.000000,24.000000,214.000000
0.000000,32.000000,0.000000,18.000000,186.000000,88.000000
18.000000,10.000000,24.000000,0.000000,4.000000,148.000000
32.000000,30.000000,0.000000,176.000000,16.000000,1294.000000
0.000000,0.000000,32.000000,404.000000,40.000000,56.000000
0.000000,4.000000,4.000000,8.000000,28.000000,94.000000
0.000000,0.000000,24.000000,22.000000,402.000000,58.000000
0.000000,0.000000,6.000000,2.000000,28.000000,280.000000
0.000000,8.000000,4.000000,58.000000,62.000000,140.000000
6.000000,0.000000,102.000000,2.000000,36.000000,320.000000
10.000000,0.000000,10.000000,138.000000,154.000000,262.000000
4.000000,6.000000,6.000000,176.000000,6.000000,20.000000
4.000000,4.000000,4.000000,6.000000,12.000000,6.000000
16.000000,32.000000,0.000000,52.000000,56.000000,102.000000
4.000000,40.000000,0.000000,14.000000,186.000000,102.000000
0.000000,0.000000,0.000000,20.000000,4.000000,74.000000
40.000000,38.000000,12.000000,6.000000,32.000000,334.000000
2.000000,0.000000,36.000000,80.000000,22.000000,30.000000
10.000000,28.000000,0.000000,98.000000,88.000000,8.000000
6.000000,8.000000,80.000000,222.000000,42.000000,210.000000
0.000000,12.000000,38.000000,176.000000,62.000000,10.000000
0.000000,2.000000,0.000000,4.000000,72.000000,28.000000
4.000000,6.000000,34.000000,8.000000,18.000000,456.000000
0.000000,28.000000,0.000000,84.000000,10.000000,604.000000
0.000000,0.000000,28.000000,24.000000,64.000000,216.000000
0.000000,2.000000,16.000000,0.000000,94.000000,90.000000
6.000000,10.000000,6.000000,16.000000,250.000000,390.000000
0.000000,8.000000,6.000000,48.000000,2.000000,108.000000
2.000000,0.000000,20.000000,0.000000,174.000000,182.000000
2.000000,0.000000,0.000000,84.000000,56.000000,78.000000
0.000000,0.000000,4.000000,14.000000,36.000000,110.000000
6.000000,20.000000,0.000000,18.000000,190.000000,84.000000
