332572.780000,722651224.232764
335207.640000,646444081.397387
334195.620000,696157090.990553
332071.220000,642770633.921206
328890.940000,856505663.433568
333165.640000,762505858.121005
331167.800000,717507462.552764
332944.160000,647944771.511960
331374.200000,681956690.291457
329729.820000,594540966.560402
336254.660000,660461020.346131
334324.060000,725110048.076784
332668.440000,801610417.976281
333330.360000,530936938.322010
332840.800000,744102149.788945
334925.600000,773908995.376884
333410.600000,611645533.708543
331765.840000,658326984.818492
328423.580000,631315893.772462
333129.740000,798014899.228543
334530.220000,783864222.021709
332157.680000,649608113.585528
333325.140000,755875708.844623
335379.980000,729702795.979497
331158.480000,717870392.532261
332315.240000,886796189.650653
330227.560000,649313656.086834
331114.780000,708221995.931256
331013.940000,774523167.835578
332099.480000,660444602.421709
331245.000000,700337710.753769
332249.920000,619813526.666935
332872.440000,710985367.443618
334099.460000,747037965.616482
333524.320000,752378195.193568
333297.260000,776833552.655678
333073.220000,644943921.237789
334680.920000,795671660.496080
335836.240000,729075697.469749
330001.820000,748186071.444824
335191.700000,677397353.155779
333270.900000,731848252.773869
335016.240000,611446283.841608
331111.220000,630806718.825729
333149.460000,634591554.440603
331691.000000,698940709.105528
332675.740000,792986002.183317
330739.940000,564001986.971256
332884.680000,645310489.424724
330785.720000,777591379.860905
334648.300000,679153557.698492
333294.160000,792188154.346131
333174.920000,598576042.888040
331052.680000,613838196.439799
330890.720000,730829124.785528
330149.820000,758548778.258894
331941.320000,618676996.520201
332089.880000,641963355.965427
334001.720000,745430874.936281
334607.800000,741468080.040201
332997.320000,692842104.942312
330586.560000,664231539.785327
332138.800000,806447077.628141
328867.980000,682788011.657889
331645.500000,689028901.216080
334619.040000,700234088.400402
332630.980000,744700656.401608
334463.260000,749157478.444623
335370.480000,681088193.054874
333502.020000,672814163.456884
335723.720000,618792521.730251
332794.600000,777313665.889447
333580.940000,734099002.529045
331333.740000,625905325.761206
330882.940000,732712180.981307
333139.860000,695957362.874774
334059.440000,719484532.267739
332180.880000,518631102.900101
334433.980000,593191600.401608
332726.740000,771859277.922010
334343.240000,677157028.886834
333462.300000,752812568.834171
334045.160000,663772126.808442
331923.100000,629821860.090452
331021.080000,634286039.109146
333211.540000,616407616.993367
332299.820000,727959338.339296
333863.000000,736213517.628141
330118.020000,567226703.758392
334658.640000,748956816.955176
336213.860000,660453677.166231
332178.440000,678002753.895879
334360.640000,594083267.447638
331914.320000,717247699.515176
330476.920000,688498862.104121
332991.680000,876637797.846834
330894.280000,668404929.850854
335065.700000,647359288.673367
330664.260000,682909442.906935
332846.780000,712495427.730251
