N18
109462.000000
105050.000000
106210.000000
101958.000000
103780.000000
104318.000000
102952.000000
103196.000000
107482.000000
105402.000000
106696.000000
107448.000000
109132.000000
105358.000000
103574.000000
110448.000000
104560.000000
104326.000000
108066.000000
107274.000000
100676.000000
107472.000000
105194.000000
108700.000000
104728.000000
109744.000000
105114.000000
106516.000000
107046.000000
103946.000000
103834.000000
108610.000000
104404.000000
106688.000000
107524.000000
101790.000000
104532.000000
108840.000000
108968.000000
106858.000000
104512.000000
100768.000000
104860.000000
105508.000000
107182.000000
103872.000000
103274.000000
106048.000000
107344.000000
107146.000000
104006.000000
108582.000000
105828.000000
101870.000000
109228.000000
108466.000000
104706.000000
105306.000000
107560.000000
106700.000000
108710.000000
105460.000000
105578.000000
105592.000000
106552.000000
104226.000000
105376.000000
103138.000000
108416.000000
103634.000000
104672.000000
106542.000000
105814.000000
107256.000000
108422.000000
105632.000000
107262.000000
106304.000000
106084.000000
104568.000000
104636.000000
105878.000000
105838.000000
106236.000000
105652.000000
106310.000000
105718.000000
106550.000000
107322.000000
107360.000000
104580.000000
101560.000000
106236.000000
106040.000000
104254.000000
107094.000000
108524.000000
102654.000000
104896.000000
107038.000000
104722.000000
106164.000000
106372.000000
104492.000000
105078.000000
107452.000000
105282.000000
105066.000000
105426.000000
105446.000000
105386.000000
108174.000000
106206.000000
110160.000000
104222.000000
104758.000000
105328.000000
106316.000000
109314.000000
106336.000000
106482.000000
103174.000000
102628.000000
105338.000000
107666.000000
105514.000000
100876.000000
107750.000000
105642.000000
110140.000000
105262.000000
107374.000000
104560.000000
107804.000000
109918.000000
103244.000000
103810.000000
107072.000000
106788.000000
106154.000000
104768.000000
106904.000000
106630.000000
103374.000000
106310.000000
102884.000000
103136.000000
107622.000000
106996.000000
101234.000000
105748.000000
104982.000000
109890.000000
109234.000000
103060.000000
109338.000000
108072.000000
105796.000000
107190.000000
101424.000000
105250.000000
106290.000000
105444.000000
104298.000000
103764.000000
107330.000000
105432.000000
107018.000000
106442.000000
104224.000000
110114.000000
105420.000000
105428.000000
112506.000000
108044.000000
105164.000000
107574.000000
104310.000000
104344.000000
105782.000000
108002.000000
104250.000000
107174.000000
101186.000000
100180.000000
106690.000000
105826.000000
109928.000000
106764.000000
105446.000000
104056.000000
109884.000000
105654.000000
106928.000000
103522.000000
103418.000000
105574.000000
107368.000000
104470.000000
104188.000000
