N18,N19,N20,N21,N22,N23
258.000000,598.000000,1038.000000,1388.000000,3620.000000,14918.000000
350.000000,748.000000,1182.000000,816.000000,4378.000000,8192.000000
222.000000,772.000000,1252.000000,2716.000000,4450.000000,16642.000000
66.000000,496.000000,1170.000000,4356.000000,4012.000000,8588.000000
556.000000,546.000000,1764.000000,1676.000000,5978.000000,17500.000000
168.000000,750.000000,886.000000,3480.000000,4258.000000,11256.000000
470.000000,568.000000,1410.000000,2676.000000,9434.000000,14808.000000
358.000000,556.000000,1940.000000,2014.000000,4618.000000,8758.000000
512.000000,766.000000,458.000000,2034.000000,5478.000000,12258.000000
182.000000,756.000000,1102.000000,4086.000000,1858.000000,10284.000000
616.000000,1566.000000,1364.000000,2390.000000,2756.000000,6992.000000
386.000000,686.000000,1288.000000,4108.000000,5144.000000,13828.000000
428.000000,720.000000,890.000000,3822.000000,4034.000000,10388.000000
472.000000,932.000000,1008.000000,1978.000000,5710.000000,6136.000000
58.000000,742.000000,1200.000000,4228.000000,4056.000000,7400.000000
342.000000,1160.000000,1052.000000,3286.000000,5494.000000,5928.000000
116.000000,710.000000,1204.000000,1946.000000,3650.000000,10198.000000
130.000000,1090.000000,1012.000000,2572.000000,7660.000000,9276.000000
104.000000,688.000000,2252.000000,3982.000000,9896.000000,12584.000000
718.000000,206.000000,2000.000000,2634.000000,4520.000000,8006.000000
688.000000,476.000000,1736.000000,1786.000000,6624.000000,9960.000000
184.000000,718.000000,728.000000,2018.000000,8206.000000,6180.000000
128.000000,676.000000,1438.000000,2930.000000,6968.000000,7640.000000
282.000000,1790.000000,2006.000000,3934.000000,3988.000000,8700.000000
326.000000,678.000000,590.000000,2762.000000,10820.000000,5892.000000
304.000000,238.000000,1110.000000,2070.000000,3096.000000,15612.000000
352.000000,1114.000000,1390.000000,3026.000000,5202.000000,17614.000000
238.000000,436.000000,2166.000000,1450.000000,3964.000000,13078.000000
418.000000,602.000000,976.000000,2696.000000,8998.000000,8788.000000
280.000000,756.000000,2118.000000,2282.000000,4800.000000,13776.000000
470.000000,688.000000,1928.000000,3788.000000,2926.000000,7506.000000
68.000000,1114.000000,296.000000,1618.000000,4584.000000,14104.000000
232.000000,1204.000000,1012.000000,1902.000000,7440.000000,8102.000000
24.000000,362.000000,1684.000000,3512.000000,9614.000000,8930.000000
260.000000,332.000000,1986.000000,2216.000000,2932.000000,10304.000000
184.000000,498.000000,744.000000,3326.000000,5492.000000,14340.000000
472.000000,368.000000,1125.000000,1792.000000,9404.000000,17224.000000
400.000000,732.000000,350.000000,2990.000000,5156.000000,9722.000000
494.000000,696.000000,1020.000000,3128.000000,9976.000000,12236.000000
94.000000,156.000000,1364.000000,3486.000000,3726.000000,11440.000000
330.000000,736.000000,1742.000000,1558.000000,4654.000000,6332.000000
266.000000,626.000000,2258.000000,2324.000000,6890.000000,15332.000000
478.000000,330.000000,2194.000000,4235.000000,5956.000000,9250.000000
598.000000,606.000000,1248.000000,1104.000000,2890.000000,9798.000000
204.000000,964.000000,3238.000000,2492.000000,3896.000000,9532.000000
148.000000,660.000000,882.000000,1640.000000,5948.000000,7758.000000
498.000000,434.000000,1324.000000,1938.000000,7810.000000,10496.000000
148.000000,430.000000,1412.000000,2026.000000,5314.000000,6348.000000
260.000000,802.000000,1676.000000,1936.000000,5132.000000,10472.000000
194.000000,502.000000,1922.000000,1380.000000,10402.000000,5954.000000
164.000000,242.000000,1438.000000,3438.000000,5888.000000,12928.000000
320.000000,738.000000,770.000000,1872.000000,5434.000000,7760.000000
198.000000,692.000000,592.000000,2260.000000,3100.000000,5230.000000
252.000000,714.000000,1552.000000,2574.000000,5806.000000,6116.000000
364.000000,376.000000,1848.000000,2230.000000,4438.000000,11532.000000
280.000000,304.000000,722.000000,2224.000000,5572.000000,9112.000000
288.000000,486.000000,696.000000,2458.000000,6776.000000,7276.000000
148.000000,284.000000,462.000000,1514.000000,3696.000000,21846.000000
114.000000,644.000000,3132.000000,2582.000000,12272.000000,8028.000000
158.000000,1286.000000,872.000000,3814.000000,7542.000000,10512.000000
390.000000,658.000000,944.000000,2110.000000,4508.000000,8746.000000
606.000000,452.000000,512.000000,2426.000000,6972.000000,10944.000000
306.000000,186.000000,1240.000000,2036.000000,3012.000000,9994.000000
242.000000,504.000000,946.000000,1410.000000,6998.000000,10130.000000
280.000000,938.000000,1754.000000,680.000000,6662.000000,9162.000000
52.000000,508.000000,1744.000000,2246.000000,3958.000000,5196.000000
268.000000,744.000000,1662.000000,2490.000000,3820.000000,14118.000000
846.000000,336.000000,2062.000000,2450.000000,3390.000000,9556.000000
254.000000,964.000000,888.000000,2408.000000,6964.000000,15886.000000
320.000000,834.000000,1000.000000,3880.000000,3890.000000,7362.000000
188.000000,176.000000,1128.000000,2524.000000,3872.000000,6628.000000
402.000000,660.000000,1364.000000,3508.000000,6732.000000,16154.000000
314.000000,570.000000,1212.000000,1248.000000,4468.000000,15888.000000
122.000000,528.000000,1386.000000,4132.000000,4618.000000,7690.000000
674.000000,508.000000,2330.000000,2800.000000,5378.000000,8648.000000
296.000000,932.000000,666.000000,1808.000000,3878.000000,6704.000000
320.000000,734.000000,1518.000000,2784.000000,3892.000000,14386.000000
290.000000,804.000000,866.000000,1380.000000,3928.000000,8208.000000
372.000000,838.000000,1782.000000,2486.000000,3858.000000,8794.000000
134.000000,632.000000,1000.000000,3286.000000,7522.000000,6488.000000
310.000000,698.000000,1286.000000,1938.000000,7660.000000,8762.000000
256.000000,208.000000,638.000000,2798.000000,5090.000000,7170.000000
618.000000,450.000000,1352.000000,1376.000000,5674.000000,11630.000000
360.000000,582.000000,1680.000000,3184.000000,5788.000000,14934.000000
360.000000,492.000000,1292.000000,1786.000000,6562.000000,11464.000000
608.000000,928.000000,902.000000,1684.000000,2170.000000,8096.000000
166.000000,552.000000,1866.000000,1898.000000,3544.000000,18500.000000
552.000000,1222.000000,1146.000000,2608.000000,6214.000000,17708.000000
260.000000,292.000000,958.000000,1996.000000,4740.000000,9046.000000
382.000000,702.000000,784.000000,1990.000000,3024.000000,10700.000000
124.000000,784.000000,2488.000000,4038.000000,6930.000000,11766.000000
74.000000,668.000000,1644.000000,4094.000000,4788.000000,5828.000000
282.000000,1528.000000,744.000000,5902.000000,6056.000000,8788.000000
366.000000,950.000000,1282.000000,2748.000000,4536.000000,10332.000000
228.000000,692.000000,920.000000,4830.000000,4716.000000,11752.000000
98.000000,454.000000,1184.000000,1340.000000,4476.000000,7734.000000
232.000000,1070.000000,1606.000000,1952.000000,2704.000000,16566.000000
156.000000,650.000000,828.000000,2214.000000,6076.000000,8494.000000
550.000000,806.000000,1388.000000,3138.000000,4138.000000,5276.000000
344.000000,636.000000,1320.000000,3740.000000,6332.000000,8244.000000
260.000000,660.000000,1552.000000,6068.000000,5122.000000,10242.000000
266.000000,278.000000,552.000000,3406.000000,5330.000000,5026.000000
282.000000,1026.000000,1580.000000,1806.000000,5808.000000,7276.000000
122.000000,1038.000000,1446.000000,1978.000000,5692.000000,11208.000000
204.000000,728.000000,204.000000,2852.000000,6418.000000,4790.000000
358.000000,970.000000,1408.000000,1338.000000,2020.000000,9008.000000
88.000000,574.000000,916.000000,1696.000000,5190.000000,7802.000000
222.000000,292.000000,1056.000000,1786.000000,4458.000000,12676.000000
288.000000,656.000000,1098.000000,2012.000000,1118.000000,14618.000000
322.000000,1824.000000,1130.000000,1282.000000,7430.000000,6308.000000
284.000000,448.000000,1008.000000,3110.000000,9950.000000,9276.000000
152.000000,614.000000,734.000000,3526.000000,5454.000000,17236.000000
262.000000,610.000000,1616.000000,2072.000000,5268.000000,12754.000000
312.000000,324.000000,784.000000,1218.000000,4520.000000,5240.000000
128.000000,526.000000,1264.000000,3720.000000,6236.000000,17336.000000
342.000000,390.000000,2040.000000,1546.000000,3504.000000,11920.000000
386.000000,594.000000,1486.000000,3860.000000,5812.000000,4468.000000
252.000000,774.000000,1734.000000,1744.000000,3038.000000,10476.000000
290.000000,454.000000,1714.000000,2366.000000,4838.000000,11614.000000
166.000000,170.000000,1326.000000,2268.000000,2966.000000,21594.000000
270.000000,1444.000000,1444.000000,1626.000000,6608.000000,7408.000000
188.000000,594.000000,1790.000000,1420.000000,5868.000000,11406.000000
434.000000,406.000000,2472.000000,2484.000000,5120.000000,10882.000000
196.000000,614.000000,1216.000000,3374.000000,3622.000000,7714.000000
220.000000,828.000000,1218.000000,2038.000000,5258.000000,7714.000000
526.000000,390.000000,820.000000,4622.000000,4862.000000,8228.000000
162.000000,880.000000,908.000000,1410.000000,4174.000000,12158.000000
412.000000,528.000000,1510.000000,1982.000000,3560.000000,6596.000000
454.000000,656.000000,1262.000000,2224.000000,7684.000000,6976.000000
728.000000,746.000000,1078.000000,1822.000000,4696.000000,7626.000000
268.000000,746.000000,2258.000000,1682.000000,4818.000000,12572.000000
338.000000,328.000000,1538.000000,1724.000000,3214.000000,9038.000000
304.000000,410.000000,882.000000,1752.000000,6428.000000,11648.000000
290.000000,758.000000,1990.000000,2018.000000,6700.000000,7340.000000
864.000000,1404.000000,1784.000000,2822.000000,6796.000000,12336.000000
68.000000,204.000000,806.000000,3582.000000,6974.000000,9912.000000
326.000000,764.000000,1362.000000,2658.000000,7508.000000,8152.000000
484.000000,680.000000,1780.000000,3396.000000,3200.000000,11110.000000
298.000000,1354.000000,772.000000,2580.000000,5218.000000,12414.000000
258.000000,896.000000,1114.000000,2580.000000,2274.000000,8716.000000
